L_id	headword	headword_slp1	root	root_slp1	prefixes	karaka	karaka_sense	affix	affix_slp1	group	anubandha	anubandha_steps	affix_source	context
596	aṇḍaṃ	aRqaM	ḍī	qI		karaRe	instrument (karaṇe)	ḍa	qa	Agent — the doer	kṛt affix 'ḍa' -> -a; agent noun (esp. after an upapada) | anubandha: ḍ = ḍit -> the ṭi of the base is elided (6.4.143)		WIL	aMyogaM qayante gacCantyanena am + qI + karaRe qaH . pu
603	aṇḍajā	aRqajA	jan	jan		kartari	agent (kartari)	ḍa	qa	Agent — the doer	kṛt affix 'ḍa' -> -a; agent noun (esp. after an upapada) | anubandha: ḍ = ḍit -> the ṭi of the base is elided (6.4.143)		WIL	A¦, strI, (aRqe jAyate iti aRqa + jan + karttari qa, upa
616	atalaspṛk	atalaspfk	spṛś	spfS		kartari	agent (kartari)	kvin	kvin	Agent — the doer	kṛt affix 'kvin' -> -∅; zero affix forming agent / root-nouns | anubandha: k,v,i,n it -> affix elides; root-final retained		WIL	samAsaH, tat spfSati yaH atala + spfS + karttari kvin atal
616	atalaspṛk	atalaspfk				karmaRi	object (karmaṇi)	kvin	kvin	Agent — the doer	kṛt affix 'kvin' -> -∅; zero affix forming agent / root-nouns | anubandha: k,v,i,n it -> affix elides; root-final retained		WIL	spfS + karttari kvin atalasparSakArI . karmmaRi kvin tat
624	atikramaḥ	atikramaH	kram	kram		BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	(atikrAntaH kramaH niyamaH, ati kram + BAve GaY vfdD
624	atikramaḥ	atikramaH	pat	pat		BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	tat- paryyAyaH . atipAtaH 2 (ati pat + BAve GaY) upA
632	aticarā	aticarA	cara	cara		kartari	agent (kartari)	ac	ac	Agent — the doer	kṛt affix 'ac' -> -a; agent / action -a | anubandha: cit: final acute accent, antodatta (6.1.163)	c = it ; → -a	Apte-SH(affix_map.tsv)	amatikramya carati gacCatIva ati cara + karttari ac stri
633	aticāraḥ	aticAraH	cara	cara	ati	BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	(atikramya caraRaM gamanam ati + cara + BAve GaY .) S
634	aticchatraḥ	aticCatraH	chad	Cad		karaRe	instrument (karaṇe)	ṣṭran	zwran	Other	uncurated affix 'ṣṭran' | it-letters: sit (.s): feminine is formed with nis -i (4.1.41); tit (.t): feminine is formed with nip -i (4.1.15)		generic-decoder	uM, (CAdyate AcCAdyate'nena Cad + Ric + karaRe zwran . at
638	atijāgaraḥ	atijAgaraH	jāmṛ	jAmf		BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	atijAgaraH¦, puM, (jAmf + BAve GaY atiS
639	atiḍīnaṃ	atiqInaM	ḍī	qI		BAve	action / abstract (bhāve)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	atiqInaM¦, klI, (qI + BAve ktaH tasy
646	atidīpyaḥ	atidIpyaH	dīp	dIp	ati	kartari	agent (kartari)	ṇyat	Ryat	Participle	kṛt affix 'ṇyat' -> -ya; future passive participle / gerundive ('-ya') | anubandha: ṇ = ṇit -> vṛddhi (7.2.115); t = tit svarita accent		WIL	varRRatayA AtmanA prakASate ati + dIp + karttari Ryat .) r
647	atideśaḥ	atideSaH	diś	diS	ati	BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	atideSaH¦, puM, (ati + diS + BAve GaY) any
649	atipatanaṃ	atipatanaM	pat	pat	ati	BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	atipatanaM¦, klI, (ati + pat + BAve lyuw) aty
652	atipātaḥ	atipAtaH	pat	pat	ati	BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	atipAtaH¦, puM, (ati + pat + BAve GaY) ati
656	atibhāragaḥ	atiBAragaH	gam	gam		kartari	agent (kartari)	ḍa	qa	Agent — the doer	kṛt affix 'ḍa' -> -a; agent noun (esp. after an upapada) | anubandha: ḍ = ḍit -> the ṭi of the base is elided (6.4.143)		WIL	BAreRa vegena gacCati ati- BAra + gam + karttari qa, upa
663	atimuktaḥ	atimuktaH	muc	muc	ati	kartari	agent (kartari)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	muktaH nirvvARamuktiM gataH ati + muc + karttari ktaH, nir
664	atimuktakaḥ	atimuktakaH	muc	muc		BAve	action / abstract (bhāve)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	atimuktakaH¦, puM, (muc + BAve kta, Ata
667	atiriktaḥ	atiriktaH	ric	ric		kartari	agent (kartari)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	atiriktaH¦, tri, (ati ric + karttari ktaH . Sr
667	atiriktaḥ	atiriktaH				BAve	action / abstract (bhāve)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	karttari ktaH . SrezWe Binne SUnye ca . BAve ktaH, ati
668	atirekaḥ	atirekaH	ric	ric		BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	atirekaH¦, tri, (ati ric + BAve GaY . AD
669	atirogaḥ	atirogaH	ruj	ruj		BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	H¦, puM, (atyantorogaH vyADiH ati ruj + BAve GaY .) k
673	ativādaḥ	ativAdaH	vad	vad	ati	BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	ativAdaH¦, puM, (ati + vad + BAve GaY .) a
679	ativyathā	ativyaTA	vyatha	vyaTa		BAve	action / abstract (bhāve)	aṅ	aN	Other	uncurated affix 'aṅ' | it-letters: nit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca)		generic-decoder	ntA vyaTAyAtanA karmmaDArayaH . vyaTa + BAve aN stri
684	atiśayanaṃ	atiSayanaM	śī	SI	ati	BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	atiSayanaM¦, klI, (ati + SI + BAve lyuw) ati
686	atiśobhanaḥ	atiSoBanaH	śubha	SuBa	ati	kartari	agent (kartari)	lyu	lyu	Other	uncurated affix 'lyu' | it-letters: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms		generic-decoder	iSoBanaH¦, tri, (atiSoBate ati + SuBa + karttari lyuH .) a
687	atisarjjanaṃ	atisarjjanaM	sṛj	sfj	ati	BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	, (atiSayena sarjanaM dAnaM ati + sfj + BAve lyuw) ati
688	atisāraḥ	atisAraH	vārttikasūtreṇa	vArttikasUtreRa		kartari	agent (kartari)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	abalezviti vaktavyamiti vArttikasUtreRa karttari GaY vfdD
692	atihasitaṃ	atihasitaM	has	has		BAve	action / abstract (bhāve)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	¦, klI, (atiSayena hasitaM hAsyaM has + BAve ktaH .) a
693	atihāsaḥ	atihAsaH	has	has	ati	BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	uM, (atiSayena hAsaH hAsyam ati + has + BAve GaY .) s
702	atṛptiḥ	atfptiH	tṛp	tfp		BAve	action / abstract (bhāve)	ktin	ktin	Action / result noun	kṛt affix 'ktin' -> -ti; action noun (fem. -ti) | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it ; n = it ; → -ti	Apte-SH(affix_map.tsv)	atfptiH¦, strI, (tfp + BAve ktin na t
708	attiḥ	attiH	at	at		karaRe	instrument (karaṇe)	ktin	ktin	Action / result noun	kṛt affix 'ktin' -> -ti; action noun (fem. -ti) | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it ; n = it ; → -ti	Apte-SH(affix_map.tsv)	te satataM karmmaRi sambaDyate'nayA, at karaRe ktin mAtA
711	atyaḥ	atyaH	at	at		kartari	agent (kartari)	yat	yat	Gerundive — “to-be-Xed”	kṛt affix 'yat' -> -ya; gerundive -ya | anubandha: tit: svarita accent on the affix (6.1.185)	t = it ; → -ya	Apte-SH(affix_map.tsv)	atyaH¦, puM, (atati SIGraM gacCati at + karttari yat, kva
713	atyantakopanaḥ	atyantakopanaH	kup	kup		kartari	agent (kartari)	yuc	yuc	Agent — the doer	kṛt affix 'yuc' -> -ana; agent / action noun (yu -> ana) | anubandha: c = cit -> final acute accent (6.1.163)		WIL	aM kopanaH kroDaSIlaH dvitIyAtat, kup + karttari yuc .) a
721	atyayaḥ	atyayaH	iṇ	iR	ati	BAve	action / abstract (bhāve)	ac	ac	Agent — the doer	kṛt affix 'ac' -> -a; agent / action -a | anubandha: cit: final acute accent, antodatta (6.1.163)	c = it ; → -a	Apte-SH(affix_map.tsv)	atyayaH¦, puM, (ati + iR + BAve ac .) m
724	atyākāraḥ	atyAkAraH	kṛ	kf	ā	BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	ADikyena AkAraH tira- skAraH . A + kf + BAve GaY .) a
728	atyālaḥ	atyAlaH	ala	ala	ati ā	kartari	agent (kartari)	ac	ac	Agent — the doer	kṛt affix 'ac' -> -a; agent / action -a | anubandha: cit: final acute accent, antodatta (6.1.163)	c = it ; → -a	Apte-SH(affix_map.tsv)	aturddikzu alati BUzati ati + A + ala + karttari ac . lA
732	atyuktiḥ	atyuktiH	vac	vac	ati	BAve	action / abstract (bhāve)	ktin	ktin	Action / result noun	kṛt affix 'ktin' -> -ti; action noun (fem. -ti) | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it ; n = it ; → -ti	Apte-SH(affix_map.tsv)	I, (atiSayena uktiH kaTanam ati + vac + BAve ktin) Aro
733	atyuhaḥ	atyuhaH	ūha	Uha	ati	kartari	agent (kartari)	ac	ac	Agent — the doer	kṛt affix 'ac' -> -a; agent / action -a | anubandha: cit: final acute accent, antodatta (6.1.163)	c = it ; → -a	Apte-SH(affix_map.tsv)	WaM yaTA taTA SabdAyate yaH ati + Uha + karttari ac . at
737	atriḥ	atriH	ad	ad		kartari	agent (kartari)	tṛn	tfn	Agent — the doer	kṛt affix 'tṛn' -> -tṛ; agent noun ('-er, doer') | anubandha: n = nit; udātta on first syllable		WIL	va sarvvameva gaNgA- jalaM pItavAn ad + karttari tfn dasy
742	atrinetrabhūḥ	atrinetraBUH	bhū	BU		kartari	agent (kartari)	kvip	kvip	Bare root / zero affix	kṛt affix 'kvip' -> -∅; zero affix -> root used directly as a noun | anubandha: k,v,i,p all it -> the whole affix elides (6.1.67)		WIL	(atrinetrAt Bavati yaH atrinetra + BU + karttari kvip) can
748	atharvvaṇiḥ	aTarvvaRiH	atharvvan	aTarvvan	nī	kartari	agent (kartari)	kvip	kvip	Bare root / zero affix	kṛt affix 'kvip' -> -∅; zero affix -> root used directly as a noun | anubandha: k,v,i,p all it -> the whole affix elides (6.1.67)		WIL	YAnavizayaM prApa- yati aTarvvan + nI + karttari kvip . pf
756	adanaṃ	adanaM	bhojane	Bojane		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	adanaM¦, klI, (ad Bojane BAve lyuw .) B
758	adarśanaṃ	adarSanaM				BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	adarSanaM¦, klI, (dfS darSane, BAve lyuw, naY
766	adṛśyaṃ	adfSyaM	dṛś	dfS		karmaRi	object (karmaṇi)	kyap	kyap	Participle	kṛt affix 'kyap' -> -ya; future passive participle / gerundive | anubandha: k = kit -> no guṇa; p = pit -> anudātta		WIL	adfSyaM¦, tri, (dfS + karmmaRi kyap na d
842	adhikaraṇaṃ	aDikaraRaM	kṛ	kf	adhi	aDikaraRe	location (adhikaraṇe)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	aDikaraRaM¦, klI, (aDi + kf + aDikaraRe lyuw .) e
859	adhirāṭ	aDirAw	rāj	rAj	adhi	kartari	agent (kartari)	kvip	kvip	Bare root / zero affix	kṛt affix 'kvip' -> -∅; zero affix -> root used directly as a noun | anubandha: k,v,i,p all it -> the whole affix elides (6.1.67)		WIL	, [j] puM, (ADikyena rAjate aDi + rAj + karttari kvip .) s
860	adhirohiṇī	aDirohiRI	ruha	ruha	adhi	karaRe	instrument (karaṇe)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	iti pAWe aDiruhyate anayA aDi + ruha + karaRe lyuw stri
863	adhivāsanaṃ	aDivAsanaM	vas	vas	adhi	karaRe	instrument (karaṇe)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	TApayati devatA anena aDi + vas + Ric + karaRe lyuw .) a
865	adhiśrayaṇī	aDiSrayaRI	śri	Sri	adhi	aDikaraRe	location (adhikaraṇe)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	I, (aDi Sriyate pacyate'tra aDi + Sri + aDikaraRe lyuw stri
866	adhiṣṭhānaṃ	aDizWAnaM	sthā	sTA	adhi	aDikaraRe	location (adhikaraṇe)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	AnaM¦, klI, (aDizWIyate'tra aDi + sTA + aDikaraRe lyuw .) n
867	adhikṣiptaḥ	aDikziptaH	kṣip	kzip	adhi	karmaRi	object (karmaṇi)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	aDikziptaH¦, tri, (aDi + kzip + karmmaRi ktaH .) p
868	adhītaḥ	aDItaH	iṅ	iN	adhi	karmaRi	object (karmaṇi)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	aDItaH¦, tri, (aDi + iN + karmmaRi ktaH .) k
869	adhītiḥ	aDItiH	iṅ	iN	adhi	BAve	action / abstract (bhāve)	ktin	ktin	Action / result noun	kṛt affix 'ktin' -> -ti; action noun (fem. -ti) | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it ; n = it ; → -ti	Apte-SH(affix_map.tsv)	aDItiH¦, strI, (aDi + iN + BAve ktin .) a
876	adhutaṃ	aDutaM				karmaRi	object (karmaṇi)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	¦, tri, akampitaM . DuYnakampe ityasmAt karmmaRi ktaH, paS
881	adhṛṣyaḥ	aDfzyaH	dhṛṣ	Dfz		karmaRi	object (karmaṇi)	kyap	kyap	Participle	kṛt affix 'kyap' -> -ya; future passive participle / gerundive | anubandha: k = kit -> no guṇa; p = pit -> anudātta		WIL	aDfzyaH¦, tri, (Dfz + karmmaRi kyap .) p
895	adhyayanaṃ	aDyayanaM	iṅ	iN	adhi	BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	aDyayanaM¦, klI, (aDi + iN + BAve lyuw .) g
